chr	start	end	gene	strand	exon	transcript_ID
chr14	96178092	96178139	TCL1A	-	3	NM_021966
chr14	96178557	96178733	TCL1A	-	2	NM_021966
chr14	96180284	96180403	TCL1A	-	1	NM_021966
chr14	96178092	96178139	TCL1A	-	3	NM_001098725
chr14	96178557	96178733	TCL1A	-	2	NM_001098725
chr14	96180284	96180403	TCL1A	-	1	NM_001098725
chr14	106053276	106054731	IGH	+	1	NM_IGH
chr14	106066405	106068064	IGH	+	2	NM_IGH
chr14	106090815	106092402	IGH	+	3	NM_IGH
chr14	106109542	106111126	IGH	+	4	NM_IGH
chr14	106134588	106136377	IGH	+	5	NM_IGH
chr14	106173507	106175001	IGH	+	6	NM_IGH
chr14	106188133	106188864	IGH	+	7	NM_IGH
chr14	106207812	106209407	IGH	+	8	NM_IGH
chr14	106232253	106237742	IGH	+	9	NM_IGH
chr14	106304739	106312010	IGH	+	10	NM_IGH
chr14	106318300	106322322	IGH	+	11	NM_IGH
chr14	106329408	106329470	IGH	+	12	NM_IGH
chr14	106329627	106329675	IGH	+	13	NM_IGH
chr14	106330024	106330074	IGH	+	14	NM_IGH
chr14	106330425	106330472	IGH	+	15	NM_IGH
chr14	106330797	106330846	IGH	+	16	NM_IGH
chr14	106331005	106331062	IGH	+	17	NM_IGH
chr14	106331409	106331461	IGH	+	18	NM_IGH
chr14	106331617	106331668	IGH	+	19	NM_IGH
chr14	106331836	106331887	IGH	+	20	NM_IGH
chr14	106725203	106725302	IGH	+	21	NM_IGH
chr14	106725407	106725494	IGH	+	22	NM_IGH
chr14	106993963	106994002	IGH	+	23	NM_IGH
chr15	73994717	73994941	PML	+	1	ENST00000268058.7
chr15	73998004	73998476	PML	+	2	ENST00000268058.7
chr15	74022828	74023408	PML	+	3	ENST00000268058.7
chr15	74024857	74024927	PML	+	4	ENST00000268058.7
chr15	74032572	74032715	PML	+	5	ENST00000268058.7
chr15	74033156	74033414	PML	+	6	ENST00000268058.7
chr15	74034478	74034530	PML	+	7	ENST00000268058.7
chr15	74042989	74043139	PML	+	8	ENST00000268058.7
chr15	74044221	74046771	PML	+	9	ENST00000268058.7
chr15	73994673	73994941	PML	+	1	ENST00000395135.7
chr15	73998004	73998476	PML	+	2	ENST00000395135.7
chr15	74022828	74023408	PML	+	3	ENST00000395135.7
chr15	74024857	74024927	PML	+	4	ENST00000395135.7
chr15	74032572	74032715	PML	+	5	ENST00000395135.7
chr15	74033156	74033414	PML	+	6	ENST00000395135.7
chr15	74034478	74034530	PML	+	7	ENST00000395135.7
chr15	74042989	74043337	PML	+	8	ENST00000395135.7
chr15	74287154	74287282	PML	+	1	NM_033239
chr15	74290345	74290817	PML	+	2	NM_033239
chr15	74315169	74315749	PML	+	3	NM_033239
chr15	74317198	74317268	PML	+	4	NM_033239
chr15	74324913	74325056	PML	+	5	NM_033239
chr15	74325497	74325755	PML	+	6	NM_033239
chr15	74326819	74326871	PML	+	7	NM_033239
chr15	74327513	74328292	PML	+	8	NM_033239
chr15	74287154	74287282	PML	+	1	NM_033240
chr15	74290345	74290817	PML	+	2	NM_033240
chr15	74315169	74315749	PML	+	3	NM_033240
chr15	74317198	74317268	PML	+	4	NM_033240
chr15	74324913	74325056	PML	+	5	NM_033240
chr15	74325497	74325755	PML	+	6	NM_033240
chr15	74326819	74326997	PML	+	7	NM_033240
chr15	74287154	74287282	PML	+	1	NM_033244
chr15	74290345	74290817	PML	+	2	NM_033244
chr15	74315169	74315749	PML	+	3	NM_033244
chr15	74317198	74317268	PML	+	4	NM_033244
chr15	74324913	74325056	PML	+	5	NM_033244
chr15	74325497	74325763	PML	+	6	NM_033244
chr15	74326819	74326836	PML	+	7	NM_033244
chr15	74287154	74287282	PML	+	1	NM_033246
chr15	74290345	74290817	PML	+	2	NM_033246
chr15	74315169	74315749	PML	+	3	NM_033246
chr15	74317198	74317268	PML	+	4	NM_033246
chr15	74326819	74326836	PML	+	5	NM_033246
chr15	74287154	74287282	PML	+	1	NM_033249
chr15	74290345	74290817	PML	+	2	NM_033249
chr15	74315169	74315749	PML	+	3	NM_033249
chr15	74317198	74317268	PML	+	4	NM_033249
chr15	74325497	74325755	PML	+	5	NM_033249
chr15	74326819	74326871	PML	+	6	NM_033249
chr15	74335330	74335521	PML	+	7	NM_033249
chr15	74287154	74287282	PML	+	1	NM_033247
chr15	74290345	74290817	PML	+	2	NM_033247
chr15	74315169	74315749	PML	+	3	NM_033247
chr15	74317198	74317268	PML	+	4	NM_033247
chr15	74328348	74328401	PML	+	5	NM_033247
chr15	74287154	74287282	PML	+	1	NM_033238
chr15	74290345	74290817	PML	+	2	NM_033238
chr15	74315169	74315749	PML	+	3	NM_033238
chr15	74317198	74317268	PML	+	4	NM_033238
chr15	74324913	74325056	PML	+	5	NM_033238
chr15	74325497	74325755	PML	+	6	NM_033238
chr15	74326819	74326871	PML	+	7	NM_033238
chr15	74335330	74335480	PML	+	8	NM_033238
chr15	74336562	74337349	PML	+	9	NM_033238
chr15	74287154	74287282	PML	+	1	NM_033250
chr15	74290345	74290817	PML	+	2	NM_033250
chr15	74315169	74315749	PML	+	3	NM_033250
chr15	74317198	74317268	PML	+	4	NM_033250
chr15	74325497	74325755	PML	+	5	NM_033250
chr15	74326819	74326871	PML	+	6	NM_033250
chr15	74327513	74328292	PML	+	7	NM_033250
chr15	74287154	74287282	PML	+	1	NM_002675
chr15	74290345	74290817	PML	+	2	NM_002675
chr15	74315169	74315749	PML	+	3	NM_002675
chr15	74317198	74317268	PML	+	4	NM_002675
chr15	74324913	74325056	PML	+	5	NM_002675
chr15	74325497	74325755	PML	+	6	NM_002675
chr15	74326819	74326871	PML	+	7	NM_002675
chr15	74335330	74335521	PML	+	8	NM_002675
chr15	74287154	74287282	PML	+	1	ENST00000359928.8
chr15	74290345	74290817	PML	+	2	ENST00000359928.8
chr15	74315169	74315749	PML	+	3	ENST00000359928.8
chr15	74317198	74317268	PML	+	4	ENST00000359928.8
chr15	74324913	74325056	PML	+	5	ENST00000359928.8
chr15	74325497	74325755	PML	+	6	ENST00000359928.8
chr15	74326819	74326871	PML	+	7	ENST00000359928.8
chr15	74335330	74335521	PML	+	8	ENST00000359928.8
chr15	74287154	74287282	PML	+	1	ENST00000395135.7
chr15	74290345	74290817	PML	+	2	ENST00000395135.7
chr15	74315169	74315749	PML	+	3	ENST00000395135.7
chr15	74317198	74317268	PML	+	4	ENST00000395135.7
chr15	74324913	74325056	PML	+	5	ENST00000395135.7
chr15	74325497	74325755	PML	+	6	ENST00000395135.7
chr15	74326819	74326871	PML	+	7	ENST00000395135.7
chr15	74335330	74335521	PML	+	8	ENST00000395135.7
chr15	88459777	88459791	NTRK3	-	16	NM_001320135
chr15	88472422	88472665	NTRK3	-	15	NM_001320135
chr15	88476243	88476415	NTRK3	-	14	NM_001320135
chr15	88483854	88483984	NTRK3	-	13	NM_001320135
chr15	88576088	88576276	NTRK3	-	12	NM_001320135
chr15	88669502	88669604	NTRK3	-	11	NM_001320135
chr15	88670393	88670457	NTRK3	-	10	NM_001320135
chr15	88671942	88671965	NTRK3	-	9	NM_001320135
chr15	88678332	88678628	NTRK3	-	8	NM_001320135
chr15	88679130	88679271	NTRK3	-	7	NM_001320135
chr15	88679698	88679840	NTRK3	-	6	NM_001320135
chr15	88680635	88680792	NTRK3	-	5	NM_001320135
chr15	88690566	88690634	NTRK3	-	4	NM_001320135
chr15	88726649	88726720	NTRK3	-	3	NM_001320135
chr15	88727456	88727484	NTRK3	-	2	NM_001320135
chr15	88522576	88522694	NTRK3	-	13	NM_001320134
chr15	88576088	88576276	NTRK3	-	12	NM_001320134
chr15	88669502	88669604	NTRK3	-	11	NM_001320134
chr15	88670393	88670457	NTRK3	-	10	NM_001320134
chr15	88671942	88671965	NTRK3	-	9	NM_001320134
chr15	88678332	88678628	NTRK3	-	8	NM_001320134
chr15	88679130	88679271	NTRK3	-	7	NM_001320134
chr15	88679698	88679840	NTRK3	-	6	NM_001320134
chr15	88680635	88680792	NTRK3	-	5	NM_001320134
chr15	88690566	88690634	NTRK3	-	4	NM_001320134
chr15	88726649	88726720	NTRK3	-	3	NM_001320134
chr15	88727456	88727530	NTRK3	-	2	NM_001320134
chr15	88799137	88799384	NTRK3	-	1	NM_001320134
chr15	88420166	88420351	NTRK3	-	18	NM_001243101
chr15	88423501	88423659	NTRK3	-	17	NM_001243101
chr15	88472422	88472665	NTRK3	-	16	NM_001243101
chr15	88476243	88476415	NTRK3	-	15	NM_001243101
chr15	88483854	88483984	NTRK3	-	14	NM_001243101
chr15	88576088	88576276	NTRK3	-	13	NM_001243101
chr15	88669502	88669604	NTRK3	-	12	NM_001243101
chr15	88670393	88670457	NTRK3	-	11	NM_001243101
chr15	88678332	88678628	NTRK3	-	10	NM_001243101
chr15	88679130	88679271	NTRK3	-	9	NM_001243101
chr15	88679698	88679840	NTRK3	-	8	NM_001243101
chr15	88680635	88680792	NTRK3	-	7	NM_001243101
chr15	88690566	88690634	NTRK3	-	6	NM_001243101
chr15	88726649	88726720	NTRK3	-	5	NM_001243101
chr15	88727456	88727530	NTRK3	-	4	NM_001243101
chr15	88799137	88799384	NTRK3	-	3	NM_001243101
chr15	88420166	88420351	NTRK3	-	19	NM_002530
chr15	88423501	88423659	NTRK3	-	18	NM_002530
chr15	88472422	88472665	NTRK3	-	17	NM_002530
chr15	88476243	88476415	NTRK3	-	16	NM_002530
chr15	88483854	88483984	NTRK3	-	15	NM_002530
chr15	88576088	88576276	NTRK3	-	14	NM_002530
chr15	88669502	88669604	NTRK3	-	13	NM_002530
chr15	88670393	88670457	NTRK3	-	12	NM_002530
chr15	88671942	88671965	NTRK3	-	11	NM_002530
chr15	88678332	88678628	NTRK3	-	10	NM_002530
chr15	88679130	88679271	NTRK3	-	9	NM_002530
chr15	88679698	88679840	NTRK3	-	8	NM_002530
chr15	88680635	88680792	NTRK3	-	7	NM_002530
chr15	88690566	88690634	NTRK3	-	6	NM_002530
chr15	88726649	88726720	NTRK3	-	5	NM_002530
chr15	88727456	88727530	NTRK3	-	4	NM_002530
chr15	88799137	88799384	NTRK3	-	3	NM_002530
chr15	88420166	88420351	NTRK3	-	20	NM_001012338
chr15	88423501	88423659	NTRK3	-	19	NM_001012338
chr15	88428925	88428966	NTRK3	-	18	NM_001012338
chr15	88472422	88472665	NTRK3	-	17	NM_001012338
chr15	88476243	88476415	NTRK3	-	16	NM_001012338
chr15	88483854	88483984	NTRK3	-	15	NM_001012338
chr15	88576088	88576276	NTRK3	-	14	NM_001012338
chr15	88669502	88669604	NTRK3	-	13	NM_001012338
chr15	88670393	88670457	NTRK3	-	12	NM_001012338
chr15	88671942	88671965	NTRK3	-	11	NM_001012338
chr15	88678332	88678628	NTRK3	-	10	NM_001012338
chr15	88679130	88679271	NTRK3	-	9	NM_001012338
chr15	88679698	88679840	NTRK3	-	8	NM_001012338
chr15	88680635	88680792	NTRK3	-	7	NM_001012338
chr15	88690566	88690634	NTRK3	-	6	NM_001012338
chr15	88726649	88726720	NTRK3	-	5	NM_001012338
chr15	88727456	88727530	NTRK3	-	4	NM_001012338
chr15	88799137	88799384	NTRK3	-	3	NM_001012338
chr15	88522576	88522694	NTRK3	-	16	NM_001007156
chr15	88524457	88524591	NTRK3	-	15	NM_001007156
chr15	88576088	88576276	NTRK3	-	14	NM_001007156
chr15	88669502	88669604	NTRK3	-	13	NM_001007156
chr15	88670393	88670457	NTRK3	-	12	NM_001007156
chr15	88671942	88671965	NTRK3	-	11	NM_001007156
chr15	88678332	88678628	NTRK3	-	10	NM_001007156
chr15	88679130	88679271	NTRK3	-	9	NM_001007156
chr15	88679698	88679840	NTRK3	-	8	NM_001007156
chr15	88680635	88680792	NTRK3	-	7	NM_001007156
chr15	88690566	88690634	NTRK3	-	6	NM_001007156
chr15	88726649	88726720	NTRK3	-	5	NM_001007156
chr15	88727456	88727530	NTRK3	-	4	NM_001007156
chr15	88799137	88799384	NTRK3	-	3	NM_001007156
chr16	3777719	3779875	CREBBP	-	31	NM_004380
chr16	3781193	3781474	CREBBP	-	30	NM_004380
chr16	3781777	3781938	CREBBP	-	29	NM_004380
chr16	3786037	3786204	CREBBP	-	28	NM_004380
chr16	3786651	3786816	CREBBP	-	27	NM_004380
chr16	3788560	3788673	CREBBP	-	26	NM_004380
chr16	3789579	3789725	CREBBP	-	25	NM_004380
chr16	3790400	3790550	CREBBP	-	24	NM_004380
chr16	3794895	3794962	CREBBP	-	23	NM_004380
chr16	3795278	3795355	CREBBP	-	22	NM_004380
chr16	3799628	3799684	CREBBP	-	21	NM_004380
chr16	3801727	3801807	CREBBP	-	20	NM_004380
chr16	3807289	3807377	CREBBP	-	19	NM_004380
chr16	3807810	3808049	CREBBP	-	18	NM_004380
chr16	3808855	3808973	CREBBP	-	17	NM_004380
chr16	3817721	3817910	CREBBP	-	16	NM_004380
chr16	3819175	3819354	CREBBP	-	15	NM_004380
chr16	3820571	3820987	CREBBP	-	14	NM_004380
chr16	3823752	3823931	CREBBP	-	13	NM_004380
chr16	3824570	3824694	CREBBP	-	12	NM_004380
chr16	3827614	3827658	CREBBP	-	11	NM_004380
chr16	3828012	3828183	CREBBP	-	10	NM_004380
chr16	3828701	3828818	CREBBP	-	9	NM_004380
chr16	3830733	3830879	CREBBP	-	8	NM_004380
chr16	3831205	3831307	CREBBP	-	7	NM_004380
chr16	3832685	3832927	CREBBP	-	6	NM_004380
chr16	3841982	3842095	CREBBP	-	5	NM_004380
chr16	3843387	3843627	CREBBP	-	4	NM_004380
chr16	3860604	3860780	CREBBP	-	3	NM_004380
chr16	3900298	3901010	CREBBP	-	2	NM_004380
chr16	3929833	3929917	CREBBP	-	1	NM_004380
chr16	3777719	3779875	CREBBP	-	30	NM_001079846
chr16	3781193	3781474	CREBBP	-	29	NM_001079846
chr16	3781777	3781938	CREBBP	-	28	NM_001079846
chr16	3786037	3786204	CREBBP	-	27	NM_001079846
chr16	3786651	3786816	CREBBP	-	26	NM_001079846
chr16	3788560	3788673	CREBBP	-	25	NM_001079846
chr16	3789579	3789725	CREBBP	-	24	NM_001079846
chr16	3790400	3790550	CREBBP	-	23	NM_001079846
chr16	3794895	3794962	CREBBP	-	22	NM_001079846
chr16	3795278	3795355	CREBBP	-	21	NM_001079846
chr16	3799628	3799684	CREBBP	-	20	NM_001079846
chr16	3801727	3801807	CREBBP	-	19	NM_001079846
chr16	3807289	3807377	CREBBP	-	18	NM_001079846
chr16	3807810	3808049	CREBBP	-	17	NM_001079846
chr16	3808855	3808973	CREBBP	-	16	NM_001079846
chr16	3817721	3817910	CREBBP	-	15	NM_001079846
chr16	3819175	3819354	CREBBP	-	14	NM_001079846
chr16	3820571	3820987	CREBBP	-	13	NM_001079846
chr16	3823752	3823931	CREBBP	-	12	NM_001079846
chr16	3824570	3824694	CREBBP	-	11	NM_001079846
chr16	3827614	3827658	CREBBP	-	10	NM_001079846
chr16	3828012	3828183	CREBBP	-	9	NM_001079846
chr16	3828701	3828818	CREBBP	-	8	NM_001079846
chr16	3830733	3830879	CREBBP	-	7	NM_001079846
chr16	3831205	3831307	CREBBP	-	6	NM_001079846
chr16	3832685	3832927	CREBBP	-	5	NM_001079846
chr16	3843387	3843627	CREBBP	-	4	NM_001079846
chr16	3860604	3860780	CREBBP	-	3	NM_001079846
chr16	3900298	3901010	CREBBP	-	2	NM_001079846
chr16	3929833	3929917	CREBBP	-	1	NM_001079846
chr16	15703135	15704123	MYH11	-	41	ENST00000300036.6
chr16	15714909	15715081	MYH11	-	40	ENST00000300036.6
chr16	15715164	15715272	MYH11	-	39	ENST00000300036.6
chr16	15717140	15717348	MYH11	-	38	ENST00000300036.6
chr16	15718315	15718438	MYH11	-	37	ENST00000300036.6
chr16	15719220	15719308	MYH11	-	36	ENST00000300036.6
chr16	15719585	15719713	MYH11	-	35	ENST00000300036.6
chr16	15720151	15720312	MYH11	-	34	ENST00000300036.6
chr16	15720839	15721051	MYH11	-	33	ENST00000300036.6
chr16	15721422	15721634	MYH11	-	32	ENST00000300036.6
chr16	15724161	15724409	MYH11	-	31	ENST00000300036.6
chr16	15724647	15724799	MYH11	-	30	ENST00000300036.6
chr16	15724888	15724992	MYH11	-	29	ENST00000300036.6
chr16	15726848	15727054	MYH11	-	28	ENST00000300036.6
chr16	15732564	15732708	MYH11	-	27	ENST00000300036.6
chr16	15735366	15735578	MYH11	-	26	ENST00000300036.6
chr16	15737449	15737620	MYH11	-	25	ENST00000300036.6
chr16	15738565	15738688	MYH11	-	24	ENST00000300036.6
chr16	15740051	15740188	MYH11	-	23	ENST00000300036.6
chr16	15741463	15741669	MYH11	-	22	ENST00000300036.6
chr16	15741760	15741891	MYH11	-	21	ENST00000300036.6
chr16	15745129	15745237	MYH11	-	20	ENST00000300036.6
chr16	15747570	15747730	MYH11	-	19	ENST00000300036.6
chr16	15747874	15747943	MYH11	-	18	ENST00000300036.6
chr16	15748047	15748168	MYH11	-	17	ENST00000300036.6
chr16	15750138	15750331	MYH11	-	16	ENST00000300036.6
chr16	15753394	15753508	MYH11	-	15	ENST00000300036.6
chr16	15756341	15756514	MYH11	-	14	ENST00000300036.6
chr16	15757827	15758000	MYH11	-	13	ENST00000300036.6
chr16	15759576	15759728	MYH11	-	12	ENST00000300036.6
chr16	15760540	15760658	MYH11	-	11	ENST00000300036.6
chr16	15763796	15763891	MYH11	-	10	ENST00000300036.6
chr16	15771569	15771712	MYH11	-	9	ENST00000300036.6
chr16	15776078	15776176	MYH11	-	8	ENST00000300036.6
chr16	15778780	15778843	MYH11	-	7	ENST00000300036.6
chr16	15782385	15782477	MYH11	-	6	ENST00000300036.6
chr16	15786630	15786732	MYH11	-	5	ENST00000300036.6
chr16	15798660	15798687	MYH11	-	4	ENST00000300036.6
chr16	15823255	15823411	MYH11	-	3	ENST00000300036.6
chr16	15837908	15838269	MYH11	-	2	ENST00000300036.6
chr16	15856941	15857028	MYH11	-	1	ENST00000300036.6
chr16	15802668	15802698	MYH11	-	41	NM_022844
chr16	15808766	15808938	MYH11	-	40	NM_022844
chr16	15809021	15809129	MYH11	-	39	NM_022844
chr16	15810997	15811205	MYH11	-	38	NM_022844
chr16	15812172	15812295	MYH11	-	37	NM_022844
chr16	15813077	15813165	MYH11	-	36	NM_022844
chr16	15813442	15813570	MYH11	-	35	NM_022844
chr16	15814008	15814169	MYH11	-	34	NM_022844
chr16	15814696	15814908	MYH11	-	33	NM_022844
chr16	15815279	15815491	MYH11	-	32	NM_022844
chr16	15818018	15818266	MYH11	-	31	NM_022844
chr16	15818504	15818656	MYH11	-	30	NM_022844
chr16	15818745	15818849	MYH11	-	29	NM_022844
chr16	15820705	15820911	MYH11	-	28	NM_022844
chr16	15826421	15826565	MYH11	-	27	NM_022844
chr16	15829223	15829435	MYH11	-	26	NM_022844
chr16	15831306	15831477	MYH11	-	25	NM_022844
chr16	15832422	15832545	MYH11	-	24	NM_022844
chr16	15833908	15834045	MYH11	-	23	NM_022844
chr16	15835320	15835526	MYH11	-	22	NM_022844
chr16	15835617	15835748	MYH11	-	21	NM_022844
chr16	15838986	15839094	MYH11	-	20	NM_022844
chr16	15841427	15841587	MYH11	-	19	NM_022844
chr16	15841731	15841800	MYH11	-	18	NM_022844
chr16	15841904	15842025	MYH11	-	17	NM_022844
chr16	15843995	15844188	MYH11	-	16	NM_022844
chr16	15847251	15847365	MYH11	-	15	NM_022844
chr16	15850198	15850371	MYH11	-	14	NM_022844
chr16	15851684	15851857	MYH11	-	13	NM_022844
chr16	15853433	15853585	MYH11	-	12	NM_022844
chr16	15854397	15854515	MYH11	-	11	NM_022844
chr16	15857653	15857748	MYH11	-	10	NM_022844
chr16	15865426	15865569	MYH11	-	9	NM_022844
chr16	15869935	15870033	MYH11	-	8	NM_022844
chr16	15872637	15872700	MYH11	-	7	NM_022844
chr16	15876242	15876334	MYH11	-	6	NM_022844
chr16	15880487	15880589	MYH11	-	5	NM_022844
chr16	15892517	15892544	MYH11	-	4	NM_022844
chr16	15917112	15917268	MYH11	-	3	NM_022844
chr16	15931765	15932109	MYH11	-	2	NM_022844
chr16	15797848	15797980	MYH11	-	41	NM_002474
chr16	15808766	15808938	MYH11	-	40	NM_002474
chr16	15809021	15809129	MYH11	-	39	NM_002474
chr16	15810997	15811205	MYH11	-	38	NM_002474
chr16	15812172	15812295	MYH11	-	37	NM_002474
chr16	15813077	15813165	MYH11	-	36	NM_002474
chr16	15813442	15813570	MYH11	-	35	NM_002474
chr16	15814008	15814169	MYH11	-	34	NM_002474
chr16	15814696	15814908	MYH11	-	33	NM_002474
chr16	15815279	15815491	MYH11	-	32	NM_002474
chr16	15818018	15818266	MYH11	-	31	NM_002474
chr16	15818504	15818656	MYH11	-	30	NM_002474
chr16	15818745	15818849	MYH11	-	29	NM_002474
chr16	15820705	15820911	MYH11	-	28	NM_002474
chr16	15826421	15826565	MYH11	-	27	NM_002474
chr16	15829223	15829435	MYH11	-	26	NM_002474
chr16	15831306	15831477	MYH11	-	25	NM_002474
chr16	15832422	15832545	MYH11	-	24	NM_002474
chr16	15833908	15834045	MYH11	-	23	NM_002474
chr16	15835320	15835526	MYH11	-	22	NM_002474
chr16	15835617	15835748	MYH11	-	21	NM_002474
chr16	15838986	15839094	MYH11	-	20	NM_002474
chr16	15841427	15841587	MYH11	-	19	NM_002474
chr16	15841731	15841800	MYH11	-	18	NM_002474
chr16	15841904	15842025	MYH11	-	17	NM_002474
chr16	15843995	15844188	MYH11	-	16	NM_002474
chr16	15847251	15847365	MYH11	-	15	NM_002474
chr16	15850198	15850371	MYH11	-	14	NM_002474
chr16	15851684	15851857	MYH11	-	13	NM_002474
chr16	15853433	15853585	MYH11	-	12	NM_002474
chr16	15854397	15854515	MYH11	-	11	NM_002474
chr16	15857653	15857748	MYH11	-	10	NM_002474
chr16	15865426	15865569	MYH11	-	9	NM_002474
chr16	15869935	15870033	MYH11	-	8	NM_002474
chr16	15872637	15872700	MYH11	-	7	NM_002474
chr16	15876242	15876334	MYH11	-	6	NM_002474
chr16	15880487	15880589	MYH11	-	5	NM_002474
chr16	15892517	15892544	MYH11	-	4	NM_002474
chr16	15917112	15917268	MYH11	-	3	NM_002474
chr16	15931765	15932109	MYH11	-	2	NM_002474
chr16	15797848	15797980	MYH11	-	42	NM_001040114
chr16	15808766	15808938	MYH11	-	41	NM_001040114
chr16	15809021	15809129	MYH11	-	40	NM_001040114
chr16	15810997	15811205	MYH11	-	39	NM_001040114
chr16	15812172	15812295	MYH11	-	38	NM_001040114
chr16	15813077	15813165	MYH11	-	37	NM_001040114
chr16	15813442	15813570	MYH11	-	36	NM_001040114
chr16	15814008	15814169	MYH11	-	35	NM_001040114
chr16	15814696	15814908	MYH11	-	34	NM_001040114
chr16	15815279	15815491	MYH11	-	33	NM_001040114
chr16	15818018	15818266	MYH11	-	32	NM_001040114
chr16	15818504	15818656	MYH11	-	31	NM_001040114
chr16	15818745	15818849	MYH11	-	30	NM_001040114
chr16	15820705	15820911	MYH11	-	29	NM_001040114
chr16	15826421	15826565	MYH11	-	28	NM_001040114
chr16	15829223	15829435	MYH11	-	27	NM_001040114
chr16	15831306	15831477	MYH11	-	26	NM_001040114
chr16	15832422	15832545	MYH11	-	25	NM_001040114
chr16	15833908	15834045	MYH11	-	24	NM_001040114
chr16	15835320	15835526	MYH11	-	23	NM_001040114
chr16	15835617	15835748	MYH11	-	22	NM_001040114
chr16	15838986	15839094	MYH11	-	21	NM_001040114
chr16	15841427	15841587	MYH11	-	20	NM_001040114
chr16	15841731	15841800	MYH11	-	19	NM_001040114
chr16	15841904	15842025	MYH11	-	18	NM_001040114
chr16	15843995	15844188	MYH11	-	17	NM_001040114
chr16	15847251	15847365	MYH11	-	16	NM_001040114
chr16	15850198	15850371	MYH11	-	15	NM_001040114
chr16	15851684	15851857	MYH11	-	14	NM_001040114
chr16	15853433	15853585	MYH11	-	13	NM_001040114
chr16	15854397	15854515	MYH11	-	12	NM_001040114
chr16	15857653	15857748	MYH11	-	11	NM_001040114
chr16	15865426	15865569	MYH11	-	10	NM_001040114
chr16	15869935	15870033	MYH11	-	9	NM_001040114
chr16	15872637	15872700	MYH11	-	8	NM_001040114
chr16	15876242	15876334	MYH11	-	7	NM_001040114
chr16	15878555	15878575	MYH11	-	6	NM_001040114
chr16	15880487	15880589	MYH11	-	5	NM_001040114
chr16	15892517	15892544	MYH11	-	4	NM_001040114
chr16	15917112	15917268	MYH11	-	3	NM_001040114
chr16	15931765	15932109	MYH11	-	2	NM_001040114
chr16	15802668	15802698	MYH11	-	42	NM_001040113
chr16	15808766	15808938	MYH11	-	41	NM_001040113
chr16	15809021	15809129	MYH11	-	40	NM_001040113
chr16	15810997	15811205	MYH11	-	39	NM_001040113
chr16	15812172	15812295	MYH11	-	38	NM_001040113
chr16	15813077	15813165	MYH11	-	37	NM_001040113
chr16	15813442	15813570	MYH11	-	36	NM_001040113
chr16	15814008	15814169	MYH11	-	35	NM_001040113
chr16	15814696	15814908	MYH11	-	34	NM_001040113
chr16	15815279	15815491	MYH11	-	33	NM_001040113
chr16	15818018	15818266	MYH11	-	32	NM_001040113
chr16	15818504	15818656	MYH11	-	31	NM_001040113
chr16	15818745	15818849	MYH11	-	30	NM_001040113
chr16	15820705	15820911	MYH11	-	29	NM_001040113
chr16	15826421	15826565	MYH11	-	28	NM_001040113
chr16	15829223	15829435	MYH11	-	27	NM_001040113
chr16	15831306	15831477	MYH11	-	26	NM_001040113
chr16	15832422	15832545	MYH11	-	25	NM_001040113
chr16	15833908	15834045	MYH11	-	24	NM_001040113
chr16	15835320	15835526	MYH11	-	23	NM_001040113
chr16	15835617	15835748	MYH11	-	22	NM_001040113
chr16	15838986	15839094	MYH11	-	21	NM_001040113
chr16	15841427	15841587	MYH11	-	20	NM_001040113
chr16	15841731	15841800	MYH11	-	19	NM_001040113
chr16	15841904	15842025	MYH11	-	18	NM_001040113
chr16	15843995	15844188	MYH11	-	17	NM_001040113
chr16	15847251	15847365	MYH11	-	16	NM_001040113
chr16	15850198	15850371	MYH11	-	15	NM_001040113
chr16	15851684	15851857	MYH11	-	14	NM_001040113
chr16	15853433	15853585	MYH11	-	13	NM_001040113
chr16	15854397	15854515	MYH11	-	12	NM_001040113
chr16	15857653	15857748	MYH11	-	11	NM_001040113
chr16	15865426	15865569	MYH11	-	10	NM_001040113
chr16	15869935	15870033	MYH11	-	9	NM_001040113
chr16	15872637	15872700	MYH11	-	8	NM_001040113
chr16	15876242	15876334	MYH11	-	7	NM_001040113
chr16	15878555	15878575	MYH11	-	6	NM_001040113
chr16	15880487	15880589	MYH11	-	5	NM_001040113
chr16	15892517	15892544	MYH11	-	4	NM_001040113
chr16	15917112	15917268	MYH11	-	3	NM_001040113
chr16	15931765	15932109	MYH11	-	2	NM_001040113
chr16	31191536	31191548	FUS	+	1	NM_004960
chr16	31193719	31193743	FUS	+	2	NM_004960
chr16	31193834	31193985	FUS	+	3	NM_004960
chr16	31195179	31195323	FUS	+	4	NM_004960
chr16	31195530	31195717	FUS	+	5	NM_004960
chr16	31196260	31196500	FUS	+	6	NM_004960
chr16	31198123	31198157	FUS	+	7	NM_004960
chr16	31199646	31199678	FUS	+	8	NM_004960
chr16	31200444	31200547	FUS	+	9	NM_004960
chr16	31200986	31201115	FUS	+	10	NM_004960
chr16	31201361	31201462	FUS	+	11	NM_004960
chr16	31201596	31201719	FUS	+	12	NM_004960
chr16	31202063	31202163	FUS	+	13	NM_004960
chr16	31202284	31202431	FUS	+	14	NM_004960
chr16	31202720	31202759	FUS	+	15	NM_004960
chr16	31191536	31191548	FUS	+	1	NM_001170634
chr16	31193719	31193743	FUS	+	2	NM_001170634
chr16	31193834	31193985	FUS	+	3	NM_001170634
chr16	31195182	31195323	FUS	+	4	NM_001170634
